,id,name,genres,followers,popularity
298,3m49WVMU4zCkaVEKb8kFW7,Ilaiyaraaja,"['classic kollywood', 'filmi']",9681751,65
299,2jn6kBq9xgihWCQLgFMu52,Damon Intrabartolo,[],21,0
300,27G8SchYXCSzI0NK6Gmvzl,Johnny Fay,[],9,0
301,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,"['bossa nova', 'brazilian classical', 'brazilian jazz', 'latin classical', 'mpb', 'violao']",662515,65
302,1yNnmCrLBExyTTvdYKy1bb,Kjartan Sveinsson,['icelandic classical'],10308,30
303,0pWDwAU3grBQc9GAIQOP2N,Satoshi Takebe,['anime score'],12355,48
304,5d9PdhcsOsXj0GIM857nvE,Paul Haslinger,"['epicore', 'soundtrack']",13081,39
305,2ssURgGMnzJ8DASCRhKyGV,"Alan Estrada, Natalia Sosa, Ana Brenda Contreras, Alejandro de la Madrid Nogueda, Federico di Lorenzo, Sergio Enrique Catalán, Maru Barrios, Erika Tahis Moreno",[],179,4
306,2muHoS1rv7HcYG5hqW0Zob,Atul Gogavale,[],1110,32
307,53OjoM3aoTAhkADFqmncIt,Mark Adler,[],143,0
308,2IUtwMti1OiT3lkW6RubgH,K. S. Chithra,['filmi'],5480741,73
309,0a4PNswQHfm1lfnOCTjVeh,James Vasanthan,['tamil pop'],703209,48
310,1kyGiBwd8U55fAakEoMLS0,Paul Cantelon,"['deep soundtrack', 'soundtrack']",2358,19
311,1zPQrFtF93xibAcM35FYvl,Bruno Nicolai,['vintage italian soundtrack'],11148,29
312,4zOhshnJo8r5Bk7sw42Rgn,Nathaniel Méchaly,['french soundtrack'],1174,14
313,7hR1nc352bF29oLx9nAMuj,Dean Wareham,['alternative americana'],7579,11
314,7r1YNrUHsmDmcVCg8P4piG,Jimmy McHugh,['tin pan alley'],564,23
315,7tlzFDl81KD9RL045ewyIA,Donald Glover,['deep comedy'],85869,43
316,1HGTHrRQkw0BtevSo1jucU,Richard Ashcroft,"['britpop', 'solo wave']",423679,45
317,1r7VvW0xavuXLxKVZV5MNU,Lee Jin Hee,[],78,4
318,5PHOUKyz1tjA3vaDPIIVE0,Armando Trovajoli,['vintage italian soundtrack'],23300,46
319,68tMsbpAhzL1s8ZYSCe1fA,Clarence Hughes,[],21,9
320,0KISzkqAdd3g5822DKToT0,Koji Endo,[],6,1
321,0RkqytrwoGyXGvDiZwT6i2,Michael Andrews,['soundtrack'],33700,50
322,2lJ8D1SXYsUck4IB09d6hm,Tolga Karaoğlan,[],1460,50
323,7rDHusYGKfhI7ZNIGeUibU,José Padilla,['chill lounge'],27397,35
324,628cePxcelSsIbrz8CK82z,Edward Ward,[],18,0
325,7zPWhKdOZpsBTGSSee5DsM,Guy Farley,"['british soundtrack', 'soundtrack']",4059,45
326,68mjgTo5IGxLaAvKVFIXBT,Dario Argento,[],220,1
327,78PeGfiy7aOiIMeS427zr6,Sanjeev Kohli,[],52,8
328,4ZpIkitOGwNWXplP0h040v,Kevin Manthei,[],95,0
329,4F7Q5NV6h5TSwCainz8S5A,Duke Ellington,"['african-american classical', 'harlem renaissance', 'jazz', 'jazz piano', 'swing', 'vocal jazz']",850022,56
330,6tSsm1i1CJCa7A8UVD2KpO,Battista Lena,['italian soundtrack'],1136,25
331,4nMMOojbg03LrgAN3uOjZF,Vincent Gallo,[],26650,28
332,6tqCDSgYMeaLf45JD2WGW6,David Kurtz,[],13,0
333,6s1pCNXcbdtQJlsnM1hRIA,Dmitri Shostakovich,"['classical', 'compositional ambient', 'russian modern classical']",408039,57
334,4ziJq7wyxPTk58qpYg8glZ,Bill Berry,[],135,4
335,03xwz7WIgSiFpJrLGPybxT,Iva Davies,"['horror synth', 'oceania soundtrack']",1004,25
336,2h8kv7MQIuItRyW41oTiVb,Björn J:son Lindh,[],3784,21
337,0MebO9MFNvedjUBsPGo0YN,Gackt,"['okinawan pop', 'visual kei']",244609,40
338,5Yo8TV7xBHXH9EhIroOxkC,Giancarlo Bigazzi,['italian soundtrack'],767,22
339,0sYvy5yLBNuXbAS6uxwVS1,Georges Van Parys,['french opera'],109,3
340,568DtIl4SMK3mlvuDrPARS,Gaylord Carter,[],201,21
341,5hB5V7QGKasiLMgAbWppSX,Christopher Guest,[],0,6
342,3KHnnlUcd9kJjW9GUe0CxK,Paul Brill,[],299,1
343,2DlXPKs4CqK41zEcenBuXV,Henry Hadley,"['american romanticism', 'post-romantic era']",76,0
344,0sSxphmGskGCKlwB9xa6WU,Himesh Reshammiya,"['filmi', 'modern bollywood']",9771057,64
345,0Ph31fnwwrbxz5d7mEE1Zv,Yasunori Nishiki,['japanese vgm'],14631,44
346,0lMC7GL8ChInMx3ikRk1zo,Lee Dong June,['korean soundtrack'],378,17
347,56wq90k9PURlCuevWwxtXZ,FM Le Sieur,[],97,1
348,0lyB7gaJQ0RdswckdeGMWo,Herbert Stothart,['classic soundtrack'],408,6
349,43phWnHAoYFbL2Uv8hw6kU,Christian Henson,"['british soundtrack', 'deep soundtrack', 'soundtrack']",2974,39
350,5D3YOC6ffqe2wDikuU9ljG,Riz Ortolani,"['italian soundtrack', 'vintage italian soundtrack']",14177,32
351,3rxIQc9kWT6Ueg4BhnOwRK,Quincy Jones,['soul jazz'],317797,53
352,6C0zcV9oQD73s3X9lsNfHu,Igor Vdovin,[],188,0
353,7l4LQfvN4yz8zbK4WY0AAg,Laibach,"['balkan post-punk', 'ebm', 'industrial', 'industrial metal', 'industrial rock', 'martial industrial', 'neofolk', 'slovenian indie', 'slovenian rock']",86622,35
354,4Qq5rJ5mqO9DIXo2OPBWG8,David Hill,['orchestral performance'],1593,36
355,3nfrInatN2eTYp7o5eK0uu,Richard LaSalle,[],95,1
356,2Gu6Q05ExIGwHTF43kqLBI,David Lynch,"['dark ambient', 'dark jazz', 'montana indie']",144199,34
357,1gjZmFbsZhmGAL6icIShdL,Gerald Gouriet,[],0,0
358,2ybmcQunlTGqiRfopZkAjn,Shelton Brooks,['tin pan alley'],54,1
359,1diimxrPl8ntU2xg7qloPQ,Chet Forrest,[],2,0
360,1v2u8Yp5Zavsf2hzFiU1BW,Erika Lane,[],6065,0
361,3oCIYpmkFw8KGWwMNPKgXh,Jennifer Lawrence,[],24687,51
362,3TUp5yehsHhdPIZN7DjAA2,Giorgio Calabrese,[],25,14
363,2fqgzLpPOMc7GMw9qcOfQT,Atli Örvarsson,"['nordic soundtrack', 'soundtrack']",14896,37
364,1LBfD1DW47Pevj6ItxD5UD,Mark Oliver Everett,[],147,0
365,4GcBbZ5wVhNABLzm4MpJqG,Michael Penn,"['jangle pop', 'power pop']",13309,27
366,7w29UYBi0qsHi5RTcv3lmA,Björk,"['art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']",1956867,63
367,2GI4zKY2LLFJMeupWBovzZ,Mac Chew,[],18,0
368,5ukRxzaJiJLe6khkJeIHOn,Martin Phipps,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",14305,48
369,4HVFb71ZSXO6nRMk2pdPsy,Manu Katché,"['ecm-style jazz', 'german jazz', 'jazz drums']",39443,36
370,0NRmJjd0MVItn17pbeWY6k,Lorenz Dangel,['german soundtrack'],779,29
371,3yllHJkDv0k70imwuivTxG,William Alexander McCauley,[],2,0
372,4kRPOMgEJ7H7yPmD7jdtvH,Jatin Pandit,[],332,19
373,5MTEeanu1d3pEbBauZ9srY,Jean-Michel Bernard,['french soundtrack'],1499,32
374,7B9L4JpLt7dSvu07KfPFYF,Keefus Ciancia,[],725,7
375,14elbOcXjl043MKBKQuGPS,David Celeste,[],3527,34
376,4Sqn2CbDsOLkRu20ALOnDF,Giorgio Gaslini,"['italian jazz', 'vintage italian soundtrack']",4257,23
377,4jL1usPiGDK8TD46zJP4gu,Michael Martin Murphey,"['classic country pop', 'cowboy western', 'new mexico music', 'outlaw country']",40840,40
378,5RKVhqM42RSFBmTsLBRL1o,Chris Frantz,[],400,0
379,3C7kSV4XIr4XrrNctgAG1v,Shibani Kashyap,[],24211,19
380,3pDU3TtjXVnpfr1w7qLyv9,Bengt-Arne Wallin,[],114,2
381,47odibUtrN3lnWx0p0pk2P,Ornette Coleman,"['avant-garde jazz', 'contemporary post-bop', 'free jazz', 'jazz', 'jazz saxophone']",126249,31
382,4OgNARLQSC4yy7Dsa5cqxx,Yuri,"['latin pop', 'mexican pop']",2372868,63
383,6968DbsMdDuEdROmNuysDB,Riccardo Biseo,[],46,0
384,7CrDa4z7UgtWJSGLlzyYV8,Harald Kloser,['soundtrack'],13942,47
385,3zWhmLUwQRMPa5sWRs3KY3,Niki Reiser,['german soundtrack'],4030,35
386,0uwhOwHnsG4lB1bFK8ILwC,John Morris,[],952,10
387,2N4isf5pypyuDVpBofqEN8,Midge Ure,"['new romantic', 'new wave pop', 'scottish new wave', 'solo wave', 'synthpop']",112345,41
388,0z8vOU1x2zYJF5evtDiGWZ,Sergei Yevtushenko,[],15,0
389,6EO3sg6d03gDegWGl2eILt,Miles Goodman,[],814,27
390,7HGFXtBhRq3g1Ma3nH4Rgv,Mulatu Astatke,"['afrobeat', 'afropop', 'ethio-jazz', 'world']",217401,49
391,6EYiaA2B2wYtAXhlmdW9mw,Timothy Brock,[],60,4
392,1eAjGgbcXvcfhHDU1grykY,Arthur Kempel,[],72,2
393,5aE4f6qwsXT5hACySkxJQo,TOBEHONEST,['tech house'],5468,30
394,20hNWAoYbQ1wKsQcAoQRjw,Randy Miller,['contra dance'],297,17
395,3JNesEEu42wlK3Nf2DIJVF,Alex Lasarenko,[],87,0
396,1xdufAEdq053jJZDncZN0Q,Daniel Alcheh,[],40,0
397,5Jnwlvm0aKZpHLs6m9zm8Z,有澤孝紀,[],197,0
398,1joFZGTRER78nUsWtgHCHR,Rachel Portman,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",69810,52
399,20k9i5MJ09Zbjg7P4osPrh,Srikanth Deva,['tamil pop'],1178677,49
400,7dTj1YCEqf3RiUfSTdvmND,Michael A. Levine,[],757,28
401,1kB9272dj9VkUElky5CLXP,Harry Escott,['british soundtrack'],3291,19
402,4Jo7opiSc9fINVje0qcl4w,David Hess,[],1028,18
403,1dR9JRsUlvNqySZqpfb5oe,David Raksin,['classic soundtrack'],1683,14
404,2ls8W3982sP36oyfSRQ6DR,Sam Kubrick,[],92,29
405,451XuvAUIJfZrPOQt2AReP,Colin Firth,['hollywood'],18338,48
406,5s78L8JoisqT8GHN7RBTzL,Andrew Gross,[],154,9
407,2IeMt1qx6ZVt1HFjdfE5tl,Jonathan Young,"['metal cover', 'otacore']",346477,57
408,2IXcVzU9S6m8s0q8nVA0BZ,John De Bello,[],0,0
409,6c2Z76SKUNf1xKmy0lGjYa,Rob Reiner,[],284,3
410,6OeXRsOwkKH7mUrxhPtaIn,津島利章,[],34,0
411,0KFic7mkcgd4UnBgD5EGod,Harvey Mason Jr.,[],51,0
412,21aa4pj9BvbFB2iT8kRpnq,Michael Schulte,"['german pop', 'talentschau']",310850,63
413,4LAui3CFikBja4F9HTBfar,Ivan Burlaev,[],37,4
414,3cVryap5bm3IbIpxxC7oIB,Erno Rapee,[],75,11
415,3loACRmkzdtOMNJEaB6j8L,Loudon Wainwright III,"['folk', 'singer-songwriter']",77915,40
416,6grkdARXH7EvnksJ2LEYt9,Mel Wesson,[],335,14
417,7MGouGqfeZFqND6otZOHEH,John Robert Cimino,[],2,0
418,2XzXLjXRSeFtsic4ieyLJy,Wilbur Soot,"['pixel', 'pov: indie']",1628649,62
419,2lVPicgpjjlbROFIzwGm8V,Björn Ulvaeus,['classic swedish pop'],7024,39
420,2bdcBjvuI9worc472GbeU0,Samuel Kim,['anime lo-fi'],319666,60
421,2VZJSCa5ElVr1QDH0Tjd56,Herman Cody,['navajo'],405,12
422,0Lf3tvw0Rzwr38KDrShstn,Francis Lai,"['classic soundtrack', 'french soundtrack', 'vintage french electronic']",55569,55
423,6YtshtTc8bUPwvUcT8bkvw,Mickie Yoshino,[],858,7
424,18k0wFH1UrjMUApt2EThW8,Pärt Uusberg,['baltic classical'],1210,11
425,5sXaGoRLSpd7VeyZrLkKwt,Gregory Alan Isakov,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",829610,67
426,5048xYA29qzULg04wcNHQL,Adam F.,[],4,0
427,0woo27tBjj7xCWTRTKOPCh,Dónal Lunny,"['celtic', 'irish folk']",3323,25
428,3loheRgrtvaQrdHHt6KQUk,Carles Cases,['latin soundtrack'],817,6
429,0tBYMeHDDJCzRuREuCTWi7,PARK JI HOON,['k-pop'],336737,36
430,1g4dA7YfmuIe4K0xVQM2Xb,Al Dubin,['tin pan alley'],99,16
431,7JDEsW5jacLggSSdqqWpdu,Harry Manfredini,['soundtrack'],6208,32
432,3JmZUWic2Wul26ogx4n59A,Nick Apollo Forte,[],25,0
433,7dXBi98p0mN5JCpBnU0XEm,Gato Barbieri,"['jazz saxophone', 'latin soundtrack']",40647,35
434,2SAOJkscpt6lG9tjWdrauo,Víctor Reyes,['latin soundtrack'],1549,33
435,6tToqaAiE24qVqKOHGIBr9,Shunji Iwai,['japanese piano'],9417,24
436,4hdd6WRlN1EcACmO8ft0HZ,Ralph Carmichael,['space age pop'],831,15
437,1b9OV0wp7O95fUotX7nvxh,Phillip Johnston,['tzadik'],138,1
438,6Tw1ktF4xMmzaLLbe98I2z,Harry Belafonte,['calypso'],211782,57
439,2U4Lfs1c3FxmwBjUdvCzF3,John Frizzell,['soundtrack'],2847,19
440,6ajp0mepNWwjGZ9ivlqqaT,Jan A.P. Kaczmarek,['soundtrack'],24679,46
441,48SFNAZEsNGBHESw4CrHwc,Joe Delia,[],194,1
442,4Siyzg8kWayQfPQsPSl6JI,Shermanology,['dutch house'],41148,53
443,5PqpLXoEsZmvCD4Xzij8NW,James O'brien,[],3,0
444,7tQ8HOnQmkJdNpPYtDnb3E,Maurice Le Roux,[],84,0
445,2bUS939TQj9Di1OkAAolqh,Marc Canham,[],2903,25
446,3uCDicSmenMBtsKb5A51dd,Jeon Sang Keun,"['k-pop ballad', 'korean ost', 'korean pop']",38626,34
447,1ymcuvFqWpOdqD3xVrTJJh,Milton Rosenstock,[],39,13
448,08CY2jCOu9eZwf4TIu8U3H,Claudio Capponi,[],98,8
449,37uExQe1rKVC0taSuqAVZO,Lawrence Shragge,[],43,0
450,7E8P9rxicDcBT3dKg0sjYS,Phil Marshall,['guitar case'],113,0
451,4qzuonB5xIL0yHHfAwG1H1,Douglas Schultz,['ballet class'],2946,33
452,3a9AG5fMqAqrXkeiwYtarJ,Ozark Henry,"['belgian indie', 'belgian pop', 'belgian rock']",35003,33
453,4BR11SMnmZQ2JP7w2GJd3w,Ralph Jones,[],0,0
454,0DOsqAY6P5DyymSukpU620,Hal Lindes,[],435,6
455,5h11VU6zwtezYPcOpLQBUN,Herman Rose,[],9,21
456,7xVgcD64SOhLoXfCxN7yg8,Delia Derbyshire,"['british electroacoustic', 'british soundtrack', 'hauntology', 'theme']",18981,25
457,2KChptl8qaK8sazdYSxgfk,Christian Mazzariello,['lo-fi vgm'],1068,29
458,150pf0yE8MFgrMzAplQXmq,Dog Fashion Disco,"['avant-garde metal', 'funk metal']",35813,30
459,4hiDcmi7gickstBtZQtQw4,George Burton,[],410,7
460,4AeXym6l8sQlRKvUNZkaYp,Martin Tillman,[],1827,36
461,6N8wx4up8tNTIulkyL6zHe,Stephen Trask,['hollywood'],2830,30
462,6rlVhQqS15yJMO4DZqrq6I,Mischa Maisky,"['classical cello', 'classical performance']",50363,47
463,7CS3GfhcmOue0mrEkp8hFx,Donald Rubinstein,[],261,5
464,4s59qVGtHnriH2APKSliX5,Snuffleupagus,['cartoon'],1201,43
465,0g7gHEXKEHU4snTwOZSxNO,Nigel Godrich,[],4982,28
466,2aRc20jIhrOWFTjAzHTuqD,Sylvester LeVay,['german show tunes'],1163,29
467,2NVYd7nCno3gh2Bz9pWtfi,parkjiyoon,['classic k-pop'],36366,46
468,4UISQwHuBlKacoCZ8jh74k,James McNew,[],18,0
469,1TbRSunWGZ46mqnapcWxrm,Salim Merchant,['modern bollywood'],51449,59
470,5eo2IBMqyII25TtyBJ4359,Aleebi,['bedroom r&b'],18337,40
471,6R588DE6aAxsOeEDs2gBn9,Robert J Walsh,[],489,16
472,4nGi8FnxSA5H2gz6vYQf3w,The Harold Wheeler Consort,[],282,3
473,0Sr5L3iWPn0k6KnDr8RYS8,Kim Kwang Seok,"['classic korean pop', 'korean pop', 'korean singer-songwriter']",94500,35
474,3dxrYg5kXIGgs3jHVFPneg,Joshua Abrams,[],2261,2
475,1CyKlAhkI1ztihZ5V0yx6s,Jean-Pierre Rampal,['classical flute'],15471,35
476,0UjrBLLuVLUoqeSB1rdSuK,Mok Young Jin,[],22,2
477,1IeJ7wOH2CgIca4B1CBikF,Dharan Kumar,['tamil pop'],367451,43
478,3B5DvdNkTj6eRfhuHhfM3a,James S. Levine,[],556,3
479,6bLm8VmU80HCPSbWdD6FkW,Jamie Lawrence,[],119,8
480,5lYeiQxUTcGKVgAuTqbTeL,Charles Ans,"['mexican hip hop', 'rap conciencia']",1557130,67
481,2RH4zVV2q0H5iVnfSl7XFz,Andrea Guerra,['italian soundtrack'],9698,46
482,204ZU9CffrFSErXPVD8vue,Alf Clausen,[],182,0
483,09UmIX92EUH9hAK4bxvHx6,Mithoon,"['filmi', 'modern bollywood']",7381814,67
484,3UeCy29wzOS9YUg5adO4oH,Barnaby Robson,[],35,2
485,32Jb1X3wSmmoHj2epZReZA,Steve Vai,"['instrumental rock', 'metal guitar', 'shred']",551453,49
486,3HQyFCFFfJO3KKBlUfZsyW,Randy Newman,"['movie tunes', 'singer-songwriter']",210892,57
487,5zl0vKMseEhdyXv88He8WQ,Michel Colombier,['french soundtrack'],4508,42
488,4QTIR7KM0trauXspUNduhh,Buddha Monk,['wu fam'],15271,55
489,76HvkWV00sqpt4VWF709wX,Molly Nyman,[],21,5
490,0z16OEWcUEFzMRWBOGyOcF,Bill Justis,['rock-and-roll'],2163,37
491,0fi1CsKc909P9MsXyJ5Bc4,Stephen James Taylor,['microtonal'],395,8
492,2A5unJ4ClZbP18rf6JZVJS,Ulrich Bassenge,[],92,4
493,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",10027866,75
494,5cn8AaJjMBpJxk5yrnHVQY,Guardian's of the Barrier,[],31,0
495,2R8hOQNJQrTCZVncGB9k3d,Adrian Lee,[],614,0
496,59ja3fC843WipnmuoeeyX1,Craig Maher,[],11,0
497,1hCkSJcXREhrodeIHQdav8,Ramin Djawadi,"['german soundtrack', 'orchestral soundtrack', 'scorecore', 'soundtrack']",598473,64
498,4PJU5MjzxGw9qTJHALbBOS,Zacarias M. de la Riva,['latin soundtrack'],1108,6
499,4YWD5LjplBEohow8eVg230,Frank Lucas,['pop venezolano'],9263,33
500,3uStZD5U99AvkVXWntR2zJ,Philippe Arthuys,['musique concrete'],115,0
501,0TqIPD4IS1w4e30R38B3vj,Rupert Holmes,['yacht rock'],92478,56
502,5M0c8LC2rgmdozz3kdQmq1,Jules Buffano,[],1,0
503,43bm7EiTDPH9jb06NMdvuc,William Loose,[],165,12
504,0WRslDBl38cBHUzzbjSsg1,Olivier Bernet,['french soundtrack'],608,2
505,7BgUKdPIkSS3bCXmmXi2ns,Spencer David Hutchings,[],17,1
506,6KLDToyxcG2vmhJtvrhUZY,Nigel Holton,[],120,1
507,6kUZnkyuIOARpNvd39n3gN,Ken Thorne,['classic soundtrack'],325,7
508,5ZVaaZrPK9OKNjH3D6SnDC,Da Octopusss,[],2727,8
509,78Xy407bcZXAEjukyXSkwg,Julien Civange and Louis Haeri,[],176,0
510,2JRr4D0aeN6IdXKQSRLbtI,Philip Judd,['oceania soundtrack'],32,0
511,3AihMm4APgR4jQrUQ6uSPX,Ken Hale,[],8,0
512,2yAjgGMoWrfjWXnZ63ynP5,Earle Hagen,['space age pop'],260,9
513,6oQmYBjEdP0EU7yDZwoTHl,Reinhard Besser,[],767,0
514,4TbtUt49IMXEIMmNdifHb1,Stephen Sondheim,['broadway'],78352,50
515,4ox51NbFTHF8phs7IhgRy5,Zdeněk Liška,[],1089,6
516,4LuRaMY6r5EgAPHsiKPJdL,Francesc Gener,['latin soundtrack'],24,0
517,7ak1zaJ3FrFoAsSrntix8S,Mark Pugh,[],0,0
518,1f807UtM2uamvDLNuAXE0P,Pete Haycock,[],384,15
519,5Skvzq5E5ogr9j5vA4v1PD,Glen Kelly,[],0,0
520,7nok5RndHMd3FHe4ubHX80,Raju Singh,['modern bollywood'],19188,42
521,71VUVLmoTKKYfIugkavMeS,Adolphe Adam,"['early romantic era', 'french opera', 'french romanticism']",6116,49
522,6Ayc7FBYR3HjkGQb7SZrzQ,Javier Navarrete,"['latin soundtrack', 'soundtrack']",14502,37
523,6qEM4txXHvfMbOUOK9L7pl,Ben Frost,"['ambient', 'australian experimental', 'compositional ambient', 'drone', 'icelandic classical', 'icelandic experimental', 'mandible', 'soundtrack']",63001,31
524,4Zvv1S3zd6YZDmQojfdkj4,San Bao,[],16,0
525,2JfVCMa3FlvQRlLT5uH9zb,Nancy Wilson,['vocal jazz'],212574,52
526,4RLyniSM7MwTs6qkcXBYfY,Steve Mazzaro,[],2262,26
527,00iJnnUu476m1HX16e3por,George Antheil,"['american modern classical', 'early modern classical']",3353,12
528,6XZSJjugBaJzh6XMByjjMl,Naoki Hashimoto,[],4180,44
529,7FwITO2XCz9LT0NJFub8Hr,Rosey!,[],434,11
530,3MhnTc9AODdRGMrtntEqIz,John Paesano,"['soundtrack', 'video game music']",34908,52
531,0xxUvzKrQRF5JLnvPXrcg2,Joseph Conlan,[],62,1
532,5iTj9pqhWfd2hQcbaIotp5,Oscar Cardozo Ocampo,['polca paraguaya'],256,5
533,2sAQoVNX4ZZOgP5llumGPB,Sanjoy Chowdhury,[],36,8
534,4uXJgaCc1GtHWtFq8CmPmQ,Hiroaki Tsutsumi,['anime score'],16137,49
535,0Irsrumdkb64W1qPMYI9su,Leonard Rosenman,['classic soundtrack'],3972,23
536,4zbgEM6Uxx49iSMtwOKY9M,Ray A Foote,[],0,0
537,55Skme1qJmMyRbiMPCP2vw,Willy Russell,[],420,5
538,03zMprDSi8xGJbXYayx6ly,Fred Bongusto,['classic italian pop'],39232,43
539,5sEDTHJJyDEWVFx99hGSIb,Mark Mothersbaugh,['soundtrack'],30356,42
540,2G1Lyk7bWbBBrtwyl3obNB,Michael Stipe,['athens indie'],22396,26
541,570U2Pf62mqwYiZ4YyCKOC,Richard Einhorn,[],708,14
542,1rAdfYuN7cNSF2gJxAZTZP,Paul Robb,[],11,0
543,0havfeAeChSqpSggNGyysW,Antony Genn,[],2425,30
544,0iqOcDJNnh51gemYhYhTUq,Tomandandy,['soundtrack'],10529,27
545,1y6zrMJgLVm8khnIIsWqoK,Philippe Chany,['french soundtrack'],769,20
546,2TQwXfupr6fAEV5AgNqIO5,Christopher Lennertz,"['soundtrack', 'video game music']",13785,43
547,0lHsjYcb3lGjkJQQqC6HVt,Sebastien Drums,['progressive electro house'],4899,46
548,4XPIcwAIeDGi8lNDSbnGaT,David Buckley,"['british soundtrack', 'soundtrack']",9324,39
549,0hE3uA2w3guHeKvuc7BpRr,Deodato,"['bossa nova jazz', 'brazilian jazz', 'jazz funk']",69503,38
550,411XMq73bwmw63Pgrop1wY,Louis Banks,['indian jazz'],1896,7
551,4C9XKuB2ThRlE0Dg8DTgs2,Tuomas Kantelinen,['nordic soundtrack'],895,13
552,23ukNzhMiRiYgORi3n3RJq,Trevor Rabin,['soundtrack'],30909,42
553,1DsdDxHs1zAwOgWDPgNS7l,Dredg,['progressive alternative'],83331,33
554,30CTjVKYHkndVX7S7ItTOm,Tim Simonec,[],2746,33
555,2MehGNUhZweLVKrxjDpfVa,Don MacDonald,['canadian soundtrack'],457,13
556,7yAPsqNhqqsTGsuOSZJg0i,Marco Beltrami,"['orchestral soundtrack', 'soundtrack']",45383,44
557,1zewzsizVsJA4pQZeAieHh,Mike Shields,[],1,0
558,4IAesH10aMQ6t7ePAUWdEQ,Steve Goldshein,[],346,14
559,5CE2IfdYZEQGIDsfiRm8SI,DJ Shadow,"['downtempo', 'electronica', 'instrumental hip hop', 'trip hop']",591436,60
560,57BhW4gkZ6IGBZexEMxkNy,Paul Gross,[],227,1
561,6UEYawMcp2M4JFoXVOtZEq,Dustin O'Halloran,['compositional ambient'],174588,53
562,089hYKSP0TVHiHHXtiDi1E,Perry Blake,[],5201,17
563,4MYGHX6Tj5dF9koIE8dCAq,Bertrand Bonello,['french soundtrack'],279,2
564,562Od3CffWedyz2BbeYWVn,Mike Oldfield,"['progressive rock', 'symphonic rock']",594365,56
565,7mCbZ6nlgrQUkuAJpuDktt,Vinay Tiwari,[],377,16
566,2O3BoGcQPx9y8AiliwcG4b,Bob Summers,[],41,0
567,4K3iYJtLjJcsfUlODo4bzS,Valentine,['lo-fi chill'],6025,24
568,1GkiKu2FJFSBrXSL8wKFzy,Jerry Harrison,['rock keyboard'],3543,33
569,5jIelsEltoxIhnRoZRH6RJ,Simon Jeffes,[],1006,20
570,0pg0Zm8FsGAYy5kdHuBnSo,salvia palth,"['countrygaze', 'lo-fi emo', 'lo-fi indie', 'pov: indie', 'slowcore', 'small room']",843213,66
571,1q7779xVTVILCHouGqp1EW,白里格,[],9,3
572,1PGSb2wgymZeNTUYqnOxyq,Edward Shearmur,['british soundtrack'],5537,31
573,5sWREqx2peUaDWfkwZRllh,Elizabeth Swados,[],88,3
574,68cedB4stve6AQFaeDHQN8,Andy Stein,[],20,0
575,06MLS0Q4wTPvPYy0NdB3iS,Jonas Gwangwa,"['afro soul', 'kwaito', 'south african jazz']",39590,27
576,6egkD3KNbPuvrNLuWpB0bM,Kevin Shields,['shoegaze'],7245,26
577,4OEpJsX8jQ3AxQgNJx9BO5,Eric Jupp,[],41,0
578,0FZfoaV1nFD9xOJKNq0brZ,Juan Bardem,[],45,0
579,3df3XLKuqTQ6iOSmi0K3Wp,Faye Wong,['c-pop'],699823,56
580,3f626JSVauIhTQgatsFcs4,Paul Williams,[],19729,48
581,18k4PVY4WySALYiokkex0R,Richard Horowitz,[],1027,9
582,05BkDv6lrBLduTzqJABTqB,Jeff Eden Fair,[],26,16
583,58pYMy9auZBeLfxVCHrBPm,宮内國郎,[],946,13
584,2HGF8MZq8nygoAlDB3BhCP,Nahid,"['classic persian pop', 'persian pop']",17019,21
585,6Xg22wJOAcnvPUfk5WvODH,JEON SOYEON,['k-pop'],1316575,57
586,1d3lcOIac1SGpfwl9ITtV2,Patrick Warren,[],77,22
587,5LNzQAUKfB4tYoR1VcKkCx,John Bis.T,[],12739,57
588,6AmG7SNdlV9boPZ7dFVnLY,Charlie Chaplin,['classic soundtrack'],23548,33
589,409cI7liPsNtYwPyKLln7d,Paul Hertzog,[],10146,43
590,6KOqPxwfNAmZPkiCnDE9yT,Joe Jackson,"['mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'singer-songwriter', 'sophisti-pop']",386118,50
591,5UNK7QU54g9GaZMR8kzMuR,Steve Dorff,['deep soft rock'],424,9
592,0oXTS2yHUnuji1R7kc9J9a,Pascal Letoublon,[],109041,55
593,37HpoaMLMpjQPIodvBHhUH,Michael Rohatyn,[],54,0
594,7uFPLaXRs6q230sIX4w5Wy,David Solar,[],6,1
595,3NCw12ST2qhYBrC4NosR2X,Jonathan Sadoff,[],275,19
596,3c2KHLqmmQlvJccBOkyZi6,Steve Isles,[],56,0
597,15EUbMhzUZlOf6mFBBzrD1,Richard Martínez,['deep latin christian'],531,8
