,id,name,genres,followers,popularity
52,0b6QSQZICgQGR32F2nWB8Y,Bobby Johnston,[],122,2
53,23yaIfQozFQPSVO0yLAf2V,Wendy Melvoin,[],625,6
54,2MBYO70OYRtFMIsocitWxt,Lionel Newman,['classic soundtrack'],619,32
55,5cqGSR5Eyh5XSYtlSStmmF,Manny Chu,[],219,48
56,2qm38tf6J7JJHn8WsDhTtV,Søren Hyldgaard,['nordic soundtrack'],140,8
57,3BpVkystnpydNjQAcbb5z2,Tony Croatto,"['cuatro puertorriqueno', 'musica jibara', 'puerto rican folk', 'puerto rican rock']",17805,34
58,2ct4Cv8M9O8Dkc2NdHxZuI,Dan Wool,[],282,14
59,1QkkfXx0WxSxmUIQOkSWa2,Keegan DeWitt,[],9021,37
60,3AMxH9QIPZbK8ND8C9j4Ss,Mani Sharma,['tollywood'],3694213,57
61,7u80Txwe3dXJPeXlaSXSh9,Great Big Rainbow World: The Musical,[],334,23
62,3nGQkVl2Z5kemw17W0J7Ob,梁 邦彦,['anime score'],2929,29
63,3qznYzY3OEo9gewAVrGFHr,Bruce Langhorne,"['cosmic american', 'pastoral']",2095,19
64,4StCH6LlC7eaLKFRlYzscU,Lee Jeong-hee,[],0,0
65,41dLItQx3PSyP6n1AMd87b,Anne Dudley,"['british soundtrack', 'soundtrack']",14904,46
66,4ue5OpnIs4T8YQQpxAJT0w,Stephen Cullo,[],17,0
67,7EVrVA4VnT3DGeyIZjWLRZ,Jeff Rona,[],3017,41
68,6FMNDTFV8TTUbDrdP19p6o,James T. Sale,[],21,0
69,0k4DCtvm6yFj8OnuVKebTw,Charles Calello,[],22,0
70,6AiX12wXdXFoGJ2vk8zBjy,Yuvan Shankar Raja,"['filmi', 'kollywood']",11947973,73
71,3bW9aRkzZhlE53ca3djW8Z,Jeanine Tesori,['broadway'],802,34
72,7x9gv5rJtLNiMQ0JmeMCuk,Claudio Ragazzi,[],168,1
73,4b5OxMgKVvh5FtlfZpb3a2,SHIM HYUN JUNG,[],7,0
74,55bGuHb50r5c0PeqqMeNBV,Jimmy Page,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'progressive rock']",516927,38
75,665KyJHrkWF8QJ94IyHKKZ,Ira Newborn,[],243,7
76,59TbUt9noABcf9B5ypgH5B,Michael Simpson,[],69,0
77,1FXTP8ogwrWbpM2GyZix5k,Francis Lopez,[],469,8
78,6fQWmzkafyFr4lagCFuYiC,Jean Jacques Hertz,[],55,4
79,4n4xP2kX3yh9vTbLDDAHZC,Adam Walaciński,[],228,17
80,1S82w4yw9TYIHZ889mPPaW,Kanii,"['bedroom r&b', 'sped up']",335653,68
81,0p5HHbJn9SIqccLLGJutFZ,Romeo Diablos,[],96,0
82,4na0qp0OdQpQSChmpDM1L5,Ehsaan Noorani,[],376,28
83,0IW8U6iVFGdRUXxW4pD4RW,KIM BAEK CHAN,[],40,3
84,7da523apYjG6oJePP5MZwG,Rebecca Pidgeon,['audiophile vocal'],9979,21
85,5ujCegv1BRbEPTCwQqFk6t,John Fogerty,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'southern rock', 'swamp rock']",839504,51
86,1NCrHXp9R3ogv8ezWWHFNs,Jean-Louis Aubert,"['chanson', 'french pop', 'french rock']",254803,44
87,3Hf08nPu2dPY3sdngyHQei,Howard Blake,"['british soundtrack', 'classic soundtrack']",3282,40
88,27qOqWHOIbAJvxZl7Sxy7S,Richard G. Mitchell,[],69,3
89,4z2m3kToUgjaBdR1eL6m7g,Allan Zavod,[],50,0
90,69YCB8TvkBlv69cc4O5M6S,Scott Humphrey,[],8,2
91,5hqB3Fxgin9YGYa0mIGf1G,Laurie Anderson,"['art pop', 'art rock', 'compositional ambient', 'experimental', 'experimental pop', 'experimental vocal', 'laboratorio']",134618,42
92,0RHcgHSSkL7NZBqf26lxnf,"Perry Botkin, Jr.",[],23,1
93,4wfWdJJGubC7Yf13nhw1v3,W. Franke Harling,[],6,1
94,50MREZ0LJcSvrtKuyTV8Su,Peter Breiner,[],3246,47
95,5sy77gt4bfsLcSQ8GIe4ZZ,Alan Menken,"['broadway', 'movie tunes', 'orchestral soundtrack']",122275,59
96,2h8kv7MQIuItRyW41oTiVb,Björn J:son Lindh,[],3784,21
97,47zIwPcR0hJHe69d0rHkJJ,Louis St. Louis,[],683,26
98,2uDsUIyCIqk9wKj17I8WAH,Yoko Shimomura,"['chiptune', 'japanese vgm']",86261,53
99,2W4YzwgNBSU83aR1VBEZZp,Asher Ettinger,[],1,0
100,3nPGHG1bVX5AXwsE9o8abV,Janusz Podrazik,[],27,0
101,3XquRQYlB1gXQkYdOV7S2x,Paddy And The Rats,"['celtic punk', 'celtic rock', 'hungarian punk', 'pirate']",73105,42
102,4oKiOJ0qPP6TFCv6ebRFKO,Nicholas Dodd,[],4161,36
103,2v2MGzAuPAANjAfjfDYKf1,Steven A. Jones,[],2,0
104,1WmnrRXRMNN9tRRVSBMuvf,Dave Palmer,[],339,9
105,3l0okKgCvO7vTJ5qcesBlK,David Wurst,[],196,7
106,2o0JsauOX1jkIQtyyqqCPP,Cyril J. Mockridge,[],102,1
107,52eeNojjeY1DsiOWfTHTnH,Richard Robbins,[],1009,20
108,30rIWkhQLuIF43A3drmIAx,Al Eaton,[],1,2
109,7uZe9PKEDBcgMePywrHt8d,Carlos Franzetti,[],707,7
110,0Dr1dEmiBkgZWPsc1j5oHV,Toshi Sabri,"['modern bollywood', 'sufi']",4442,47
111,13lXH1jLe2FyqLxDeDT0Bp,Stefan Will,[],763,20
112,3LzSjgXJnvwHq4w9aN2uwA,Jack Lenz,['canadian soundtrack'],613,31
113,1PeQqZJDDfM2QGWLoc3X4n,Anton Şuteu,[],17,0
114,1r4zOYNVTIj9iW7Cp0qzSr,Michael Wandmacher,['soundtrack'],792,18
115,2OqTX6uyzll0y3ydeccZGR,Claude-Michel Schönberg,['broadway'],6895,34
116,6NXwJ5CEziDQrfimLpr7gZ,Alessandro Alessandroni,"['italian library music', 'vintage italian soundtrack']",14070,38
117,3BxStn65CAIkY9sCYLBybS,John Beal,[],842,17
118,1uFb4PH7pLN5NTuf13aF3D,Kenny Ascher,[],67,10
119,4TBsKdA7190eaHM5E2HQI9,Jewelle Blackman,['broadway'],725,45
120,4Uux6BdaCNrVFQ0bqGRtfh,Randall King,"['classic texas country', 'red dirt', 'texas country']",85496,52
121,0YKbFGHF6BXfZBYVKTteES,Adam Gorgoni,[],27,0
122,0Grvl7417KS5fGPzZHYBn9,Daniel Licht,['video game music'],14422,40
123,22ayr50bQdbc22zdAQnzLp,Jon Thor Birgisson,[],783,41
124,29Pni60UEdmTmYvvQkZzMk,Ryan Lawless,[],58,0
125,1dbTwUlL11ZYdC1YAR07AM,Foggieraw,['christian trap'],92292,43
126,3qIQD8OItZVcItGTBoiUBO,Benedikt Brydern,[],52,0
127,0X5jj08FYkWPtmzUhhjOJd,Geoff Zanelli,"['epicore', 'soundtrack']",14894,47
128,7ob2I3J7fVp1YC8xqamZ13,Stefan Hansen,[],222,15
129,5KyUO1Yt3PdjcFyAwZG39B,Gene Rodemich's Orchestra,['vintage jazz'],70,0
130,1XikCeoiiIFGggUGjcUI1Z,Jason Miller,[],317,9
131,5CguFfXKOQIiuIRPM01581,Louis and Bebe Barron,"['acousmatic', 'laboratorio', 'musique concrete', 'theremin']",1870,9
132,1d5YtrNRwwQI8Bnntp0uzv,"Exultate, Thomas D. Rossin, Sarah Zimmerman, Kristin Morant, Roy Heilman & Jonathan Ten Brink",[],2,0
133,0TFZ31fLIz5DsZMqNudTh9,Cho Young-Wuk With Seok Seung-Hee,[],2,2
134,2gBJKvpupjN8DejuJRH42v,Carmelo Bernaola,['spanish contemporary classical'],125,0
135,6LkMGN0t3HDNL8hIvma70r,Käärijä,['finnish pop'],174021,56
136,4XlUY6vSguuz98ULDRYiwA,Igo Kantor,[],30,1
137,14DCy8OXwq8SfwQRsaMDmi,Michael Suby,[],571,0
138,2O9saJFzmGuI6EWuuC0R39,Brian Cachia,[],348,10
139,2aYBtnbVgwLmbQbrIm4knc,Kurt Farquhar,[],462,13
140,3NrBdnoJXea3CcD3RKv2iv,Raamlaxman,[],77417,14
141,5IFEQ5er24yi4YxesiHcBS,D.A. Young Black,[],2,0
142,24TIXOCkDDO01KkxUFkd7b,Truman Timpson,[],0,0
143,3K03NMtKNyd0jemLuLYcLf,Mike Curb,[],65,1
144,1EvTAKGpcJx8wtvppR7p45,Suresh Peters,"['classic kollywood', 'kollywood']",30775,46
145,48RvcKzpIK3712msZZLt8h,PARK KI HEON,[],1,1
146,0sfiP0IecPRBklp9btiqku,Nobuhiko Morino,['japanese soundtrack'],65,0
147,6w8V5C04FCs8VQdfZoDNuz,Chris Seefried,[],63,2
148,4AnGA0k9z9NzFJYAzDcX5L,John Altman,['british soundtrack'],661,29
149,2B5mYImShgfHqzyoroFr0w,Katsu Hoshi,['anime score'],4518,41
150,5SDn9sHzkRzEBL9iHkoaRT,Thomas Marshall,[],741,7
151,3yBwwkyh25KLr8mR6YNyyA,Kim Hong Jip,[],40,0
152,4jBm89jtNA5kZaZFBjwwkr,Gregorio Garcia Segura,[],21,0
153,1rw8ZTLnDHd74TWDDukjVi,Conrad Sewell,['australian pop'],111736,58
154,7dKRTVsOIe2JMawYytspB0,Nathan Furst,['soundtrack'],2532,26
155,3gGbSXSwHWmrUBIG9IUAau,Zbigniew Preisner,"['compositional ambient', 'polish contemporary classical']",75601,44
156,38epWdyauFwdRkldqUMfWE,Chucky73,"['trap dominicano', 'trap latino']",218886,51
157,2TvPBulHtfwAkQUDyc7JQW,Stanley Silverman,[],281,19
158,1JG8nsd3YNDOMUAv7EHXvK,Bill $Aber,['dark trap'],191360,45
159,5lqyKrQB6IfkDMaDwQoEHV,Mauro Paoluzzi,[],14,0
160,35kZqfPnI3YthDeq3OugfC,Giuseppe Becce,[],51,0
161,2pU3zCra2KV7VASEjqsVQC,José María Vitier,['trova'],1655,14
162,4Yt1WKchvzGLQHto8vVAun,Kazumasa Hashimoto,['j-ambient'],6228,20
163,6T1WJoqPFyA9AP4RGHEsCN,Umberto Scipione,['italian soundtrack'],324,19
164,1FC0psUheo5L2kUtj53MF9,Barney McAll,['australian jazz'],2195,12
165,6i2umdD3q6XxXmqR8fRJuR,Olivia Merilahti,[],1889,25
166,5sUuNSRkHOIwnHKtyrd71e,Dean Landon,[],43,4
167,3mhKQ9kw16BfQYq3wTKCJr,Elvin Ross,[],29,0
168,6nP5TOtvMmXR2AynAMR70G,Guy Dagul,[],2,0
169,0s45YVf5mwqn0AxY7HcNGN,James Edward Barker,['british soundtrack'],253,6
170,1OaJc4r2SBZ7Iokg2Gkwde,Pastor Lopez Y Su Combo,"['classic colombian pop', 'cumbia', 'musica popular colombiana', 'porro']",119553,45
171,0NzlT2rkfHQAcAhXTp1QED,Robert O. Ragland,[],6,0
172,109FvbnDVNag1UcJDVpFlr,Brian Tyler,"['orchestral soundtrack', 'scorecore', 'soundtrack']",169221,55
173,15cfE4nzURJUvrUyqsrMuF,Jim Sturgess,['hollywood'],24213,38
174,7r7tGGESNaJaftahQxLwaT,Colin Towns,[],756,8
175,3SONlwqLIP2GtaMh9pLYe5,Bill Frisell,['jazz guitar'],101647,41
176,7vAxgzC4j1eFGj4hkIEB7x,Jerome Moross,"['american modern classical', 'classic soundtrack']",1463,15
177,4JDfMuWvFfhm2pfv4dhHkI,Benjamin Frankel,[],178,4
178,6FM4RDf2nCrMWTYI9TVyuW,Nacho Mastretta,[],432,0
179,691HlxNGAkhqNVLE4yfloT,Richard Gibbs,[],1309,20
180,1DyywGnuzXGEzlZMXBcc0j,Roger Creager,"['classic texas country', 'outlaw country']",92248,34
181,7JLmJA27ASZaIdhdIjjNCr,Magnus Beite,['nordic soundtrack'],421,9
182,1jesNA0xWqXtanMVTB1EMp,Leo Birenberg & Zach Robinson,[],5667,35
183,30vfc0claO8w5x97q35WiM,Nick Urata,[],2516,20
184,2u209h4tWmBO8aYMEbxlQu,Zafer Tawil,[],3,0
185,3blqzt0Usb4hu6VlmpIWfG,Chris Ridenhour,[],126,0
186,1lcWUPNe7Ggv5SJoWYe3PJ,Tim Wynn,['video game music'],3921,32
187,2kEQgN0rn73daoWh2GDAFx,Arthur Morton,[],1,0
188,5FdSvHd7uyBuGBwfnNwJuq,Wild Card Hendricks,[],12,0
189,4QIJ2i8I6urte2scKgkVoY,Rodney Crowell,"['classic texas country', 'country rock', 'folk', 'outlaw country', 'singer-songwriter']",94943,44
190,2ZeUaZT3s3NSbeV7OS094J,Rob Simonsen,['soundtrack'],20599,41
191,2fDNeMnYZn2xsvnEFYWyP7,Will Edwards,[],403,8
192,0OcclcP5o8VKH2TRqSY2A7,Howard Shore,"['canadian classical', 'canadian soundtrack', 'middle earth', 'orchestral soundtrack', 'scorecore', 'soundtrack']",429645,64
193,2FjJkFRq44nvenpuIOeRcv,Marco Falagiani,[],90,22
194,1QqjvDfcAQGoNwCXHVW8m7,Guy Pratt,[],365,21
195,1VvaCj4ONkHO0so7tYG0Nm,Mila Drumke,[],77,0
196,2ovwxDane6t3NPywEM08SJ,PARK MIN JU,[],28,2
197,0lbYsAt8JNKNjttbncKg8i,Yoko Kanno,"['anime score', 'japanese classical', 'japanese soundtrack', 'japanese vgm']",114617,40
198,74ov6NjGYL0LHHyDD2Dy2b,Kohei Tanaka,['classic anime'],9279,38
199,0Z3uf0Wt8R55wSiAGY2lgA,Guy Moon,[],76,0
200,66kQgBsLJNwT4KazRoIS6U,Yoshihiro Ike,['anime score'],4619,28
201,557iokcmDbwvrUmCNKoIgi,Jacob Groth,['nordic soundtrack'],814,3
202,6WYFvZo9oPFiHYMjEluhG3,Leslie Bricusse,['broadway'],1101,29
203,64qyErWq0ieALSFbxDpScT,Carlos Cabezas,"['chilean indie', 'chilean rock']",16484,23
204,41cfYPi7LcgdZvjKe2A4Su,Riad Sattouf,[],141,8
205,3r4HOyyBpGvNIyajw3mcER,Ismail Darbar,"['classic bollywood', 'filmi', 'modern bollywood']",761036,26
206,1wRPtKGflJrBx9BmLsSwlU,Pritam,"['filmi', 'indian instrumental', 'modern bollywood']",24127961,85
207,3Pk4I8PwWpntpYDMdXWqwM,Barry Schrader,[],135,0
208,7dNg7OLrxcWU9cVe3sQoMV,Scott Rill,['slap house'],26362,48
209,7qJrlwrWZ2p2kaWVy0m7Fp,Laurent Petitgand,['french soundtrack'],972,3
210,01xiB0IlXMXy3wrrotgDnU,Clint Mansell,"['british soundtrack', 'compositional ambient', 'soundtrack']",158563,47
211,0xSf86tfEIxfB3wFHfWZjl,Zoran Konević & Vojislav Aralica,[],0,0
212,1CrSNBDckO546hf8QKPd1g,Erran Baron Cohen,[],1376,17
213,5M262TlxDkDg3P7P16CXl9,Nathan Wang,[],320,15
214,2ItyqN4i9lNz49g421p0Cl,Yuji Nomi,"['anime score', 'japanese soundtrack']",9502,45
215,7f37Vyx4s5Ok6R0Q11YzJP,Franco Micalizzi,['vintage italian soundtrack'],8842,26
216,2XH9kJG9Symv54GYgIWvcC,Arthur Lange,[],5,0
217,6iIZqHPsj5c8eQ0tQXVSLo,Gary DeMichele,[],19,5
218,3XA4LLL4CW8h4VWRY1EVbB,Charles Fox,[],1092,15
219,5qJovEanCVwF7BEFibJQjx,Andrew Feltenstein,[],68,1
220,5c3Qxc5sTis0Oq3XcOdIJD,Rajesh Roshan,"['classic bollywood', 'filmi', 'modern bollywood']",1123210,39
221,5KbIofwaAvbvvkzG2zbmGD,Michael Stearns,"['ambient', 'space ambient']",13748,31
222,7rB4viLXW5N1ioEuo2Iogz,Dick Lieb,[],26,9
223,0XGifvCubDQY0xQQlKjpkw,Andrés Goldstein,[],80,2
224,1T0wRBO0CK0vK8ouUMqEl5,Tom Jones,"['adult standards', 'british invasion']",910273,62
225,2ye3IGvPbagPIPsto6LYlO,Webster Lewis,['jazz funk'],1574,6
226,0SPkat5bgfP5wo2kbqZIwu,Dave Grusin,['smooth jazz'],58743,40
227,0SV9eeHHmAYMHD6gwOKhrb,Decoder Ring,['oceania soundtrack'],3279,16
228,7cTBwZEDfYdYu1ti31AgPw,Martin Castillo,"['corrido', 'corridos alternativos', 'corridos clasicos', 'musica mexicana', 'norteno']",382714,45
229,2Du8lVGvaja1YEMxfbrsvL,Chris Desmond,[],8,0
230,7mCsyzq823cXJ5puxUN3aJ,John Debney,"['orchestral soundtrack', 'soundtrack']",29058,54
231,3sJXT1EdEgGucPnxl2pcM6,Ralph Ferraro,[],24,2
232,0mLEHTlJVNZsz3lrHkgLHQ,Michl Britsch,['epicore'],299,4
233,0RRSSYRHmBxQXRGj2KBO8L,Cy Coleman,['broadway'],2748,27
234,3TgmVw18HD1WsZMZV6QUWZ,Mark Davis,[],331,2
235,5ryDZHZ89GjYZdz7kK5wGv,Gottfried Huppertz,"['classic soundtrack', 'german soundtrack']",533,28
236,3dzZNa1BWmov2BUDXCOouV,Seiichi Yamamoto,['japanese psychedelic rock'],6353,9
237,1HO6dUh3pea34OKnmsmjQx,Charles Strouse,['broadway'],2401,37
238,2vCWrpzpW7U62nl3kj5X3o,Harry Cody,[],6,0
239,2hfCYgRwaKOMYfqgYhK0SY,Robbie Kondor,[],152,40
240,1PKDFW9NYJiuVuC5mOOeaa,Cliff Eidelman,"['classic soundtrack', 'soundtrack']",5745,24
241,6nTrEFCCHC2i3j2QWFgxQd,Chuck Cirino,['horror synth'],749,13
242,0iTcX6LMMIt0DeYJ3qBSQX,Gökhan Kırdar,"['turkish pop', 'turkish rock', 'turkish singer-songwriter']",75302,40
243,34J5kKR5szbJ5fGK7f8HCU,jung jaeil,[],23276,34
244,0nVqmjNJo4iQSny8lFsddO,Frank Becker,[],3,11
245,5AP308hU9upWPRS8COkvop,Park Chan Min,[],0,0
246,3UqWSSICas1DNCsS5IJbTs,David Lawrence,[],37322,20
247,4vbuPSOAuSE3Cv1I04u6kK,Yūji Koseki,[],51,1
248,3ROI4G4WFYcTjjhaJnYk6I,Bart K Hendrickson,[],6,1
249,1O20rSPKDFrFpebGumaJ4k,Marcus Trumpp,[],343,18
250,4EAkJcNiGJXyZ4p5iNlgHe,Amar Mohile,[],24885,8
251,1JgLaQ1Bwzy7Znnza9kYOw,Jim Lang,[],2390,9
252,3dRfiJ2650SZu6GbydcHNb,John Williams,"['orchestral soundtrack', 'soundtrack']",1312775,74
253,1Fp2fNrv2udkdpOqFWn8IY,Allison Moorer,"['country dawn', 'ectofolk', 'folk', 'lilith']",27262,33
254,1J4ACYB6yMqd79q3rjskqs,Thurston Moore,"['alternative rock', 'noise pop']",88032,27
255,0zwktRkdtjFn2F8v9kUdlF,Michael Galasso,['minimalism'],3085,16
256,45cibAIKFWY7Qvy3W46l9i,Congopunq,[],566,2
257,2W98kajUtTWh6oFZn4z85Q,Roland Romanelli,[],279,19
258,4acxfA3DFe4qwMuskdtmXr,Paul McCollough,['horror synth'],376,9
259,2U1tOh8OR5UfVuSKLTuECX,Shiro Hamaguchi,[],772,23
260,7ebJCBt2cxR6y26VLjWjCk,George Blondheim,[],28,0
261,4flH4Z1qyVgxyHCFoDLDFO,Jaime Mendoza-Nava,[],38,0
262,0Ir2b9h7DijjTnEk6aR9Lg,Fred Karlin,[],202,4
263,62ufxWBDxx6MT75svsuszw,Mario de Benito,['latin soundtrack'],57,0
264,0SF29Uv75NwjxkTKCUo3Id,Sol Kaplan,['classic soundtrack'],469,36
265,3CMeh9Nh0Xu4NQTvIvXkCP,Mark Kilian,[],1156,20
266,48ZoDch2iKE7FZEYY67DPB,Ruth Barrett,"['british soundtrack', 'neo-pagan']",3460,29
267,39iFuwAlYzE7ZbSesE2BXu,Daisuke Ishiwatari,['japanese vgm'],24195,43
268,3o3G8YHpQHYo70WtJ4Hg8W,Gourov Dasgupta,[],2614,30
269,0WdwjqDGEHTeB14QMDl0hn,이용범,[],0,0
270,71hjb5G92mGoKRSAW3Cj00,Anu Malik,"['filmi', 'modern bollywood']",4469670,59
271,4PYQdC3nKLs3DOuKiYvCqA,Tony Mottola,"['easy listening', 'space age pop']",2681,27
272,526q7RxT5KA1VGeQ5GMSHO,Craig Armstrong,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",80410,58
273,2HJAb6vNTLFFyTtrPOItKZ,Bryce Brody,[],106,0
274,2TZpmk4X8XxdnncY10i8N2,John Keawe,['slack-key guitar'],2540,17
275,57B3nngtZfNSM9rUpIetmC,Bingen Mendizabal,[],16,0
276,6g4q7DPLaVqWGnfMpAb2Yd,Leo Abrahams,[],3284,39
277,2jUv19eHs9iWzFtkXKpqJt,Yasser Abdel Rahman,['classic arab pop'],7021,8
278,5R6GD31ZP8YPGIlt73Madf,Robbie Robertson,"['canadian singer-songwriter', 'classic canadian rock']",59685,43
279,127eTKgVPJt8aUaAw2rT5V,Carl Thiel,[],279,15
280,6odu6nlcu3TxAup878lC0D,Fumio Hayasaka,['japanese classical'],2450,14
281,0xKhBHBlXm4Kykf4hwshIT,Ross Vannelli,[],14,0
282,3DvVvLsibtGKA5MVcp0nXd,Alex Pauk,[],10,1
283,3OHqjKHD5eVwaEN9GcubO2,Jessica Foley,[],23,37
284,1VurasZz8lEvjRQTKVKbhc,Murray Anderson,[],25,0
285,2x3mYmEeYmc1INAbPn2Ef6,Andy Milburn,[],0,0
286,4FtSnMlCVxCswABUmdhwpm,Carly Simon,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",1088893,60
287,5uQyXHg4ph7gNlnZHxt9kX,Robert Lester Folsom,"['cosmic american', 'psychedelic folk rock']",21373,38
288,0Xk15jHKly4c3AhPr5vjoA,Alan Silvestri,"['orchestral soundtrack', 'soundtrack']",282864,56
289,4XDJurjQCnWLlE7KLZCT9x,Samuel Barber,"['american modern classical', 'classical']",118505,49
290,4bt30aT9Qm0a9TUKvBzRbH,Phil Anselmo,[],403,2
291,0L8gNE8U7v7YvefZenVKo5,Robert Pollard,"['dayton indie', 'gbvfi', 'lo-fi']",12031,22
292,73ITRDqlSE4huQlrKuqrBU,Lou Barlow,"['gbvfi', 'lo-fi']",21063,20
293,6wh75WoZJsxweSfkTT4PkF,George Dreyfus,[],71,0
294,2FDsdMev4pzIXwoJGXi9zf,Gaëtan Roussel,"['chanson', 'french pop', 'french rock', 'nouvelle chanson francaise']",129934,52
295,1vFYze4HHnJbE4DAC5nbH1,Quentin Dupieux,[],77,0
296,6z9vVCxeBfXZfS5FEzUnu0,Jeff Cardoni,[],999,16
297,2adz0V5FkCushqRy2JoUmR,S.S.Kumaran,[],51758,17
