,movie_name,release_date,movie_revenue,composer_name,album_id,track_ids
856,Ghanchakkar,2013,5300000.0,Amit Trivedi,7LMArrU428VB7mxBEXEouN,"['17QlNzGYB4iceCCW8TrXO0', '2GjLpx8XGjtjZHsXwkuIGw', '6M82U5qYVaeItKB5JpvQLe', '6nvuovs2psHaCohLEUGX6q', '1PcbSBg8pglgpzSexGddMu']"
857,Luv Shuv Tey Chicken Khurana,2012,1600000.0,Amit Trivedi,12p5Dr6cDbeQ2y5IUQnLwN,"['4a95VZJzjMWNJlwuIPzhsI', '641bXdF0Ho7wkGZaSCXu4s', '2vyTMxEYNDm48wLZfwkOFM', '6hbJf5lsFvlcNLCtZLLdoq', '10GZ1ZfezGU1qDr6djaNzA', '0Tjo39UrM8rMg976WLMMAd', '1yqFDK6QeHNyZvfZEQMNtM', '6sphJ6IVN7HrujUiSqJe10', '78n3XMs1VCi35GCEeKcYk7']"
858,Udaan,2010,520000.0,Amit Trivedi,675yMfRB6Diis4V1bJi4KL,"['7Ja9xfr9nlVNCfpwTZfx37', '12AjhiaIdCBGRgV1iSdPy8', '0W5yso2Ep02tXDOTIW7nRn', '5Bv3hddlRFyhTcYtYeoXed', '7koDYHWbQlBzWG9nlv1uP0', '5VbZt5Tp8qUGFMRXctKdIi', '1BxQvVVchZOL5bLGXRdXHs']"
859,Rosemary's Baby,1968,33395426.0,Krzysztof Komeda,3UtuckR3jcCA4eSVD5CpN6,"['0UyifotZndmtNsgBAggdnT', '7ypCyEdmF0l4SLuO99t73r', '2R5B1sdxIKhf1Ulcin7AkC', '2Xme2cNFmXqsgUTVmZ8Lcn', '7p5gVawz41e6ABTstsLxs5', '5vQaPWFLrTy8VX8BON8suJ', '5LjATQRLj1z9mlWIZ3D1LB', '7diOF6JTGWMWsNn8TFnIlT', '1hxnOfy0J0L1LcZBQKHKXY', '3bhCPY3BLaPmWQxj8VJbb8', '3uWjvQCijPhpPnmUUqv0dj', '5phllhsZXYT3AWkTWa6QTb', '4aRDvj0I2Co8DmrtqS5PP1']"
860,Village of the Damned,1995,9417567.0,Dave Davies,1TPNgcRurpZk8a6zqvQVyw,"['0dVyTCamfJiRYwjuPNrWGR', '56QBZE35HgO14UurZb9gvN', '59H1qGXcI1kRTSOCDM2xjn', '2SPBAwVofYDCp8eN4FErbM', '7ImpzLnYkD17hCHH5NfjlK', '29U3gma9D5gwgtpwF0pGbF', '1Kl4Y09ENBNfVChxCgzvja', '5Lqp9m9Njv7VxKjzFpYJwx', '1rAjPWPPN5h7gctoAlwSms', '3cYYyQaqI4pUSqiYH0blX9', '6A6UPsI0CkTo0JHuoTLP7E', '4lsZDU0Z2xNF9qLSdyZkFL', '6XcZkPf5iSGWsTQCcGz3XC']"
861,Something to Talk About,1995,50865589.0,Graham Preskett,5Ny76QhbByO7QgCPcFjRFp,"['12huGkqppaziHwzzBqW88N', '14FVyb4OHecSmaMJKUkv4o', '0NYxN1aJqkU4EUuoVTK5hr', '0MGw9NeyiP74oIJLQhvVtS', '4hzF4hYIr5DZIXIhKy8rZ2', '6ilUi9xrE7yVB4KuDZ78kR', '2e3YLV28AlB7zAKlpPXqxo']"
862,The Passion of the Christ,2004,611899420.0,Gingger Shankar,1ecQkJKhyhXpT6ZYOAYIn1,"['52BlzhqbWubpMBsweVn7IN', '1m1R7sCd8NH1PiiUJkinqN', '7CCuT9jbaJDY46boTjfFz0', '2PF55VZ9BX45xiNDvHCPSz', '43dX8dBG0VPYeWOzeqpwm3', '19FW4xVQLrecqBazAhuiMT', '6iL2MvpIoJVsPlUNOuRR7a', '2UObA1xUCfKpUOAO5kq3Yc', '0kLUHkrrTK4TmtbIOOuoCg', '09LvEjrTv7ojj1NCSaErmJ', '24ffkzRxVMBcjeTmbaDTY3', '4Xe0Fo07abnYmhFwxccPag', '3JIG0El6aoY5dR7Z6PGBSb', '0lIhU5NRZBSGlATPih9Ggf']"
863,Flood,2007,8272729.0,Debbie Wiseman,1SECoDWLXUbFEXMufP151A,"['3vH3RkHUYyFpzuFAa1ww8a', '69prdyExXkC9Cl3pF1f0BL', '0TyLlTlMBIIs2dnTwPPh5G', '5tQcgXmq8tZ4zOBJfIM8Oa', '6cXtBxpBcbMMbEdVnjhcep', '1MYuf3wtFtfIRqgKsK0Ikg', '54vh6VCeZRNv6abDY4LXpW', '21jJux33K46OJdr7ftjhp1', '2HwXVbWIlVtzRYtNoq7VtH', '4vM3k48lhHWt8jQCDqDmpq', '0yVV9QJ3rJNaYXI6oRu6zU', '3wrHYYInkBQsTdZl2J7hQb', '6WcEQLqXSr5Ot86h1FlN8A', '4Y65bZS3ql31I0By6EvF24', '4749hC9KAk5AmytwvQ7ry8', '39sQwU49OCWGVYReU2GGaJ', '4w9QZ5BOetbG6SBud2cniL', '3dVOFoIh01YrpWQHpTqsFg']"
864,Wilde,1997,2158775.0,Debbie Wiseman,1Ka0mX6NiOPUH6XpSqXFk5,"['0dYQM1felARjdrMKxjNpr3', '2eh5HPJzpIADng9ZzjK8Au', '0UYZ5jOOMr0A5H6wHc3pyR', '2SAgJd8xbr8JS5BbUR1wZF', '4k3gjOKzHdqAJycAtTeuZp', '7s82CKVaeLjEL8JH97aU5c', '1SoMBuWlUzoel8lsv8AVYy', '0JlvqaAm9wHdGXC8sIZFmB', '27EcSVuNd0eBOsCzcU04XW', '5TNKePhmz9xkQBw0DxMuvQ', '2BKJisNfi7yT5GyhiTWUl0', '6XkqwbAEaQuJw9vIR6m3kc', '3blCsbHw9BdhS7IxmCk21V', '2TZ9Myq63hXWzcEwed6y69', '7eiPf2uHVJYfx31xdhcCO9', '4xvD7OvmI3XXXC1i6ZQgbh', '57njFzwp9f694Lqq82qL08', '0p3TUB5Vnw2L1aaxGRbmPA', '2Mpfvwt76FgQHfj6A3AZBM', '0fnmrPCK2KZmJ6AgDa0aN8']"
865,Rocky IV,1985,300473716.0,Vince DiCola,4vIepEwe574y5L4UCJZGo4,"['3su6WkpbOlrYyz71hC5yUI', '3icc9CDqRYR0fQWqWJ0Qih', '6Hs4ktQvZhtyK0oqEQbsuh', '00eRa181vTbu6kHWkp2O10', '3Kz2s2vM8l62fXLU3AiFSq', '1RJGNsRoHYnFFdVFPRXQCz', '5gz41HX7MlXOtyacn7As6w', '6tnfJJDEMDCpMHe2nULnHW', '7cQkNSSjdyU1Aw5RVbZZhd', '4cdYOCAk35ycL2HZvhzJ4v', '56HwkFyo7zmkPM37TdHIk1', '1VX2gyNcmuqqt6K1YlT6p3', '5YYmzeLgYiitbrs7Z2AdMj', '4d1eb2ptNWvr4SIrfsTOhS', '7GNPKBbnRjHjyxlG7w1Kgw']"
866,Fame,1980,21202829.0,Michael Gore,0Dmq3geiHxPk20sTt8sXxy,"['5CI1FP2Volc9wjz2MBZsGx', '7KhhMI6XIc9hwLBSfuZ7By', '4SgdJWBkrziAV6QMoQkwFY', '3Yq2tSayGA3yHJ8YeJZFYg', '44LZ8tzYJ8RiWvqAwibyO0', '0cQdOLlHS3CgHvZgcOVvaw', '1QUYQcO4OiQgVIPVk7Jsm1', '3AC9pHZfyz2SfLVsv3Qpgw', '0p1hj8hMeVcF7zI8AGvVnu', '78JRl9iHFFQjxdbExzPMKL', '4Q0dUYZ5kucgYQN5LZNO96']"
867,Pretty in Pink,1986,40471663.0,Michael Gore,0Q0SN4tLsKMec6pAD4EzGY,"['0Des4gyZ2Z9jq6VA8VPwGE', '0oUIAW6qqSpPEWuVjDfNdZ', '2bP0k0DPQ1cjXctLRP8Md8', '661WE4Yfx4ftRaQ6CtTDD1', '6dMTErrChMf9jUmANoeBSd', '3VcjzN7bW4TwCG8bfzExfS', '3yB2FGsjQO6NWwmc2OeZiX', '3ZkEFVXdQfwwl00lcGOZ73', '2jGAnk4wKOlvotJGoXEQol', '6En5PwlpE1H8eNKInsN58n']"
868,Klown,2010,43625095.0,John Massari,0wouUULXAmHT9QEFW4JtW1,"['5pt91xWFuaON4Ro43Acqyw', '56OougrFroAz0f2MbdUoPu', '2fzJhcDq7Ad6LZdRLKAZuc', '2T84kvHCDTLLwLepuhozOx', '5aTEmd1gTJNIbGwKCiHoKl', '5OKCvVy0ADlVu2IZTEJE1v', '2y9bJBvlGYQQ1mfeHwdgA6', '5WT9C1meGAt0PfeqnofKEP', '4PK7sGUcsmnb0mIGrV5gyu', '7IAF5x72aI77ebCWtN7IKd', '2mgVmZZf2Ws5D4GMVlfw18']"
869,Miss Pettigrew Lives for a Day,2008,16724933.0,Paul Englishby,69qtXByg5CSaek7f7cMzXs,"['1ruJ32cEy005XKglUUoHUo', '79fYJzeQGfN5TijbldfPbc', '7e2zSIetbk0hBKwDSasa6T', '3h3KtudtZTzNzUCgOXgiWo', '7IpCzS84Ew37YvQRgTFnv3', '6R8zsRTkeAqwyWHYd0dU2z', '2EiQ7J3SkydNjylwpH3oz7', '15cp4fKgqmpNTTihOTxRmy', '5sLO6DjjG2qhXxp1sMqIIf', '1ilfwkzKnIuZpiFpBzfUZH', '2iGSYyJ2ZyZ2UesyQVIzNM', '3K43kyOQbXnBTYb2EaM49A', '5HRCebHMf0YhAgUA0bwtAZ', '7sF5ZGMT63vvrXlupPMaRa', '4FN9epIDuWfHf8Hzgwpyzy', '6CDsqnPPmE4tEJeLvBvlfx', '2YPNOlF0K6cIZDAPHjhKVs']"
870,Becoming Jane,2007,37311672.0,Adrian Johnston,52sztZMsBAIe2jNcFNpQHk,"['09I7DjJtkvTPORULHE7yCY', '2QxODZI5LyQAu0KpdvpPby', '27KCz3pZvTtvAn1vUkKX5N', '2tembEKJFKO92ANMCWlHjx', '22uEsg2jDuO2RBF5urq1sJ', '4OmQj2SxWRRus0W7RvdOM3', '42VvTwOWGQk3HPDACGBsqS', '58Q8XJJHR0MHQR50HnYphM', '0IKon1X1bny2pTdb5AVnqk', '47WNgOqTLv5KjSffOBl02g', '4CZm2BZ7Pkh0xMnHzvbJkC', '2eL1TPe6xJ9qTXlMxBi3F4', '2eswDL6Fq20VDGY5wRpPJa', '4bdqozixE04HenZOtZoBsf', '5EpxUZP4M6xUIYYTNyQoHc', '06SZIsm6zSigMEo5SdqEwP', '2WlXflA8R2z0X5gR9tuHRp', '4rH07Q3aTohF96z07M5MuQ', '4HdzNmT5NdykO3KdvNzMPq']"
871,Brideshead Revisited,2008,13204291.0,Adrian Johnston,5xTcMfVAsYvj2x9k1a4T3V,"['5U64bEWz8lnHkOr13mtLPy', '4XZDbFWvKt6cZtiFLhtxmt', '7d16EkjkrjZ9bhxCNkTJfS', '4U4fm5agQnC9z2XjxxlO49', '0Iusn0mDErK9ZOVP4PWocA', '4fqpglaWUMkGWQ10320uyg', '3Escs4Ty3JDn7GEUByv7tq', '3XUEpx3nn8BlHz4VSliVgL', '7awNy5R2VVO5bt32Rpw7vh', '5MKqaCTR1MWvGvGptBNWBv', '1lXlFEStnx1itu5cAKLy8w', '32r1BbXAqTfhg689D7EPa5', '5kk41rCmrezaSH1J91bia3', '2OSXkNOBOLl8BBMbT6nK7t', '6W7hqJxOw8NQbtbPQTt3eP', '7b1uJyrD3lhfC0V5YpOzhu', '6XekXFQyQYAE8OABgxCfh6', '61m55WgP7kMGUkTLEiXyU9', '7fzi1AQa7U3Gkj6AJnLPxl', '3ERWjvtGF8FtPwii1DSbFl']"
872,Kinky Boots,2005,9941428.0,Adrian Johnston,1UdqGUwablc2YR3byxTMWm,"['5hkGbp3yKjUF6Hdb6URVOB', '5jpEMTYcUzkowz9QoQMM1L', '5Y6HBD7U9HPXVtfx9fOWrQ', '6VQsndEbvodcuDz0a9iQQC', '7xW6TObvcwe7tH09eyuqed', '0i6nOp1na0HtxcpuNBkIO7', '3rpRBCylc9jg4SLaMAlZaH', '5dYiNs7fSLABy0C4xD8xAp', '6K75uFf83gdyUxLrMQtqmS', '4zhLIfgVOM7PGVF13jMuTG', '1gdoPdwjZnpCOeXdoO3mIe', '2tSmR9uWClLfi6daXkdmuU', '2Eu5ZGNavLhqN6Nwx6Ndih']"
873,Get Rich or Die Tryin',2005,46442528.0,Gavin Friday,5D2CHiTlb8MXWJsZWXjkZf,"['7t67S1XHT4jU0GCkruG34R', '5aWlEuY1dSo4uVJgHz5reX', '6iU8jDJTT0RSlRoP5iAP7Z', '2PjixJLQjUxp9TzvCqJMGx', '10CTmUY2JXjel9amI7VgQs', '23or0MrIRJCxCCqjK2Q9Od', '4fNIUqkM1oQGRqKekqCPAY', '4wUCojsBsqeS7RTrpFKWxb', '0sTSaoK8Jzl3nbyXKQMuV8', '7rGkjh2xfOaROenGkja0Cf', '3hwwIr2pcL2IWBpEUj5Hya', '6XjhLnhPw0Z1VNDsAg9tc4', '7t54xf74SOdKnnIjK5jfKC', '2XieknkRh45OazRNJEUJJ9', '75Dad3cKI6kduvpNbr2Fu6', '1cA2LExLTdhHLL0FmXoc57', '7jdzEA44GdSp4laVCF3Ztw', '4dzoJSn9EC4F1pDmHwea3B']"
874,Sällskapsresan,1980,5010362.0,Bengt Palmers,3s4HmqnnKlm0Kh6EudjrTT,"['3uj2vHzES7kisKLvPcT4TR', '3K5jWyzWTmhl5TkTc9yYUu', '676Fc3VhIR8O7i5QJAi4CE', '7pyMB6EEXYlsmgPJMO2FCY', '1R7YaxydCT4ND5PCpZEJ2R', '0cBfuAkSMxrUKFwcHLf8wz', '5fMZ01VQWckN9dVzsIN0Dq', '1sF8mTKPet7oM45DD8QdhT', '7525OIWXcQbmWA8DhcvZTC', '4QeYFtSoHF5CSEUxXjRjKh', '1xlpadwfd9AOdw74F56pnx', '2V3LIxPsu51XhE3RBnx2Yk', '09ZB1Min6GGElXbBVuurVH', '3pNdlmOlGG1Yeysr3OXMf1', '3WIhpYp8oM5dWlpXXvTXsb']"
875,Tangled,2010,590721936.0,Kevin Kliesch,1l0aFrH24oPrQSqGtfeFyE,"['03xWMkKEbeO4SnylA53ipj', '42fB9njeMkO1jtrMyQI5cp', '1lOSxJNCLvWm2bYaTcTSmK', '4jyru1nUrepszk5VMBgsSn', '0TCt7OFRdD8PQ6vTRQxNgQ', '1nrXPF5szKZhHr0iANiPcS', '6klpXs2uAjagnZMFkt4qkl', '75VVIB2x1h6BfxD2PqOO57', '6CwUjQD8OyiEKoI0hD5iuZ', '49OEaKOzIgXfOD55bSGSeG', '6iaApld4lf3qCB3oCLIjHM', '50joQL3s23ynXmcnVAWT2q', '2xlEHo8U89cFsujz8OHaYL', '0jkGkwy510cvhy0jYPFme4', '0OAnOHYJxsMtMTZ6vf14xh', '1GnzhgZOzHZduxuxwQrR7s', '6wX2chV4NhrSWBjU7Vj5Wp', '6AFBz24yIN6mlKpkOeGHzc', '0LMQvt6yAGggdowj8hazNy', '3eR3lWuvQqOzhTn91nbRCa']"
876,Waitress,2007,22179430.0,Andrew Hollander,5O6Ta7NpXK3thN7GpS4ILI,"['2WwYz0vterYjl4ZKSmhOZh', '3KxV6kqwa9hWlOkQQSwE9C']"
877,Breakaway,2011,198033.0,Paul Intson,7jYha9x2l5nyM49HUzkBHx,"['12ABCf1LJdvPDYckmVTrdk', '0FUKMS00WmZEepxAeTR9gc', '0ndGo6Y6ngw33sCjJFsTl4', '7I6IVotDsog0OsdkyCMLo2', '53K6jS5qE2VDZoxlu5I5Ex']"
878,Sid and Nancy,1986,2826523.0,Joe Strummer,0snR1k1LKwnlp0fV5CDkyB,"['6f30rCmiQbrZprLZt7uABC', '3bw65MzxsC2Q92M6gGM8g1', '2N6MWAew03xG4aOK2z8B0Q', '7FQAtgaviZMMHLCuzAbIVD', '5efKXD8XA7SDxPwZq5DKJD', '52rHl0j7eV7ktej9TAbora', '05bQeEwgL7IUwQXi4aENh2', '4mlEXmthWY3q6Lbc0r7WEB', '1JLQsTU7EqVtbyQf11xA38', '6DNS9Kzqvu37WjvQzADVNY', '3Mw0YbpKWJc151ooEpgSYD', '4JHfzBNVbnM1VgGiXear5j', '2HVN6Tlf3jPkXyrNBGDn7x']"
879,Walker,1987,257043.0,Joe Strummer,3Nh26x9vrXaQAbRPgUxGtX,"['3ir66ocOwy5utVOGmf7VoC', '4sNTyx5ciExWcN0UHjTcSm', '2ZEYr23FvSj2GYQSHAHIvA', '14i7ZsK2LPdbOcmtaRFD1e', '3X44VZFM3J8C5jnUqSisjj', '3UtAZMmq1PIyOvdSHywFjN', '17Od5ou7OS201jxvlHFkkp', '6b0ypKlQTnoaXKY6F1t6Uj', '3JrTHpxKNJSpqIF5tHt0jn', '79yvh1LPio5B6BB4d4Kkr3', '3FpG8djpizTTpY50KIIukR', '3HuyhzeXCuiOSkihxg8Os6', '5Js73mdUuoM84QeaqvMXZa', '5qYPUlGxsbiceqerPvEEvL', '7e9ZuLfw49QNLzsgLzvdBS', '0j88wAZcgytMJCepHZ1ijn', '1Qwn5Lv1wuMMQX3htflunw']"
880,Do the Right Thing,1989,37295445.0,Bill Lee,39gQ1HiUS295YJs1NgRxkc,"['6lrs0IVK1i7SsVXxYW3IUG', '0f1uqm2rwQACn7mRbGQiOR', '6VzSWRgu4KqARH8HyXLHBN', '1rLPAotofrmTBSyQWZzW05', '5AMmmDmquSNXVQHIooxhK4', '5RiqxIfQnNuEC6HxPyALhy', '6vg4FT98reJL9TS4wddyWm', '0u2mPgAws6jxH6krnLnpXa', '2kS6538WAOyBqPxVoDXkz3', '4cT2liMjFwn4VbTtAnVxQM', '52pacEKjWmrSKBHvDv8OqE', '62dObl56jMh0TEqwu7MgLu', '6qQeIpd64hEWXgF4btprg1', '6wLSebQExhEiraCIuCUIpc', '3GqQ84wYSh5YK3jY9vAvXN', '3huLEZ7URQPVHYEEcoWLzT']"
881,School Daze,1988,14545844.0,Bill Lee,4J3xFfnjMRpHtyf5PjILtT,"['1erQfISWXcYiSsTEYSaNUe', '1J7Y4O5cPFrwWHTih634cF', '1m2ktp2wYI6qCXkQMteLj2', '2z8y3A6uThyFXR4hMEHeR6', '2wtRKjjNw4Pk0t0OZ9c3Ii', '4ur3nb9zwxhAxnJ764QDvh', '2Ha849lW4Tq81nnOIt1pDY', '6DgDrqzHWUb5pdW025z2du', '1EF7lcwgxH3Np3fcE3v81t', '5QjzLjxhbQF2yLvU0paTLe', '76wM0Z73VuAvc7BX4Ipsl2']"
882,Lone Wolf McQuade,1983,12232628.0,Francesco De Masi,1FYVqKKzH3IRisQMo1mYWw,"['64caVGgcGMbOxZE5RpICTW', '0jUh1GSFYxTR5mdsU9ussE', '5UcsfqvH7DLA8fFV47YuUs', '5oWdDALWfS1RI41vqX7kks', '0hSIjgIWQbPyMe1TQBHA07', '5dG5QcRPBnCzv8CUC0Klwt', '5c9a3dUL57X8TZ3nIC90oJ', '3dNLcfJeZbpsAxeHjLzyTw', '1ieahZl9BZED55sQBifRaN', '3qb0mnk0wXN1iCsp0cIU8x', '1RUhStGFJtXHu4hiR0C3SN', '1AsR1zag7nvybqnYC1M47A']"
883,The Mambo Kings,1992,6742168.0,Robert Kraft,7GUo4EEDl55WOiQAld0vzX,"['7yRrtcVLTvtbRp0yIHQtVy', '0I6AhidTnFjvUczyWsaeDT', '0NZ4aijt2gWkuyommAbjl6', '2DieDP86L59uDUKxJZ301F', '6I7C17ItpC5hfKzIViN7Dm', '1x8QQ5P61kKOPbTmlRnLsm', '2HX6nQPo8SffMXrq5jH8ed', '6ugaw1nIeza8vfIF0uvTzz', '0Wd4ZJgDoVT509uDVYUhBf', '1TkduDEtvrjQDSO3RLoneE', '2KHQGxHGT3y0uaXeKflq7B', '3L7qjLGhwK9is7f3sPZaWo', '1e6osvwnPNK3xxDUvFPFkU', '1lO8TnF0R4ikjbVtu2IzLU', '3wzWPtocEXpaGYYkjjrg7M', '61JVCSZZ66U3WuSrHpnGtA']"
884,The Omega Man,1971,8720000.0,Ron Grainer,5JEgyevWSOa44urHmzaego,"['1urRYHZr4w8kL5AfwtU9iU', '7pVNeQnvXKz9yy0PtjGCGz', '6qdok8DPalAbPuUkfGRzgx', '3XhHBjW7eZJ1XsTKH93Vnx', '6o6h5qp2QqqLBbpVtO1b8h', '2xifJnPWqmKZXcxRhRMSA3', '57F1RgcUKDswMfcdCV32nC', '3XZ2FPgqWLrxJt8LZZK6eI', '1LqzeG8Ph5ce7GSFD1uQJN', '7AcyWJnWtbh0KLdeXcJUbV', '2XHjjqRxBnWm5n5GMTmcpy', '4GygMFLjjoTaN7IR6HE6Rr', '1BWDqvc06A0eObMOTjYVpW', '3zG17A1k1h3xslezUen3Uq', '0PMNBgqO2cOFvsonV3qHp0', '6xRmDjVTNR5hi1D9jCh9wB', '6reuqrwMNxdk9cT61jjUk0', '0JGJ1XwHbhhguQMfwFJ0hX']"
885,Tanu Weds Manu,2011,252000.0,Krsna Solo,5R0EsoxxqsmxdJEuM1JPFd,"['1tEto4JrqNmBZFH5uAiYqb', '4EHa33GDXoVWGXYOO3cEGm', '1FVTB8RQrtfohm8szQ6Waa', '7GhD4UNmwIrUCwRCodequT', '0Kkn7Tbdx14VAPKmkd11lf', '57EjsgH7NBkkGMgsov2n8b', '0G6AAaSdzlqO9gqNNpMM2z']"
886,Chapter 27,2007,187488.0,Anthony Marinelli,3uHqSf8nMxvVYpZE7aBQyc,"['1rPy3Waa4am7HQmaWDZV8e', '4tCgHib2nCEGhbgGJ9vdZe', '6vXqtKDC1TIYe0XIje63WK', '6gnC9iAyGvk42IYclKH7Qx', '38WfhwM1f1E4fKNnWM4SrT', '7dFmtf1gc8Xy8KRzZAwGIW', '7LODnUp5QMSQs0N6brDU52', '7shV22sS4qFgYkhYmQErZQ', '0ovU6YNJqmcxXyP1C3r0w9', '2J2qxnUHXK1ck5uY6os9WE', '54xFudCiES13u0gSQo0TrF', '0HTE96HHHLlpAd9xfcBhdn', '5dPpNi3WddduJ0SHVKXZUh', '2fNz5NvN2YR37S6ZMS3j1b', '1bDV0Uop5QPFCIOpOT2sIw', '1hFlVYvC8GUyGiRSgJ4fiI', '1IdiWDYropHUZJkS3NAeU4', '0XtzOKD7vivrLEJNQC2tdv', '2SQxZtHvho04oUYotXz7jk', '4Z14Fbp3LSdu0I9tZeimuq']"
887,Batman & Robin,1997,238207122.0,Elliot Goldenthal,4TdL0DO1gcvKrpSm6JOVZM,"['7MGSo2m2F8xjB88ncRjhIT', '4qyqmCjvTjE1HNIn1BcwTB', '0IAttQuAczXx4STRtx9k9e', '2tm2P6UmWaKsltg6hUK7Lu', '70yz17fu2t5JaB79O7r2F0', '6lTu1I0WcL3M3gV1giwQLc', '1mzHuBipgSnxVVdWbRy5oH', '7MWZW4HMBXgYv1k8wEmVSP', '2afxRSNr7dIt6Xf96pgf9T', '3dlwW2sj9CESxF3TQryy5v', '1YdywlUPtXvP3l05lwHELY', '3gVP0IRlpuLFls21mRNJka', '0zwUBkMBYc2p2dD91An4Oy', '1zYdFmSYNEn0AlOzWw5X5l', '6qxb6xLfR8GKpLCpcx5xva']"
888,Public Enemies,2009,214104620.0,Elliot Goldenthal,18mKMUsbUkKySqQszMzi0T,"['6CGhKyRJVuxkuUg0MMcl8T', '0ErefCwRem39DtelvAIUUn', '6PPKgdxMkDIzg4C6NXq0tO', '6PnoGfgtFcsd1AQyTh4Vql', '0YJ3vBzJHerVPWhTudkCpE', '67xFDu53IPyGYV7qRANtEB', '4TY5U5yCmte7qtKMD3PrCp', '7KyLVmMpT6pZYLIYcbS6c1', '2DHM6KtCHtAdMPYHkoaB3V', '70z4w8gdNnSHfDu9VP4skx', '2anjonzZZfLazgJSnligPk', '2hF2249u6X69QLdWjDvuaB', '2z7xTKmtSd3bE1gpGo4GL0', '38jI48MMYQT1uaGZ2MPQVu', '6B9QSH4ADFZRaKSr3pVCjb']"
889,Demolition Man,1993,159055768.0,Elliot Goldenthal,3uuMb8M0kYpw36HmZ9LvB5,"['3xxX6AhKy1GAOHaZsldLLR', '1Sxq4mZeBzNiaHmcKU1KRt', '2mdZ1VGLNnEyjAPVxhG5MZ', '2Wu1sO1QDfwKa7f7gnVfXE', '5Ig5YSUhYtDX7jUrqKUjaB', '4qL3MEGOg4t2UKA9JZxXjP', '0M3Jnh2ymzhm3qpz6ZrGZp', '2L0oUlyjmx8l4kPywUL92w', '16QhrdoNe7aGcfd4r66aFm', '0S6AVY9t5ni38AnQaYrBvA', '4ZYZJVvG778YSvVjzHMu39', '4lh5HoJkZoToVF0MhvqW32', '6F0h8aKPt48DWZ6sA1pLFt', '0eC6QE2npjkxgVRvANHTLA', '6ONf8ZIJHhtDjxgOJicwIN', '4vcNF4I9sj8RXQ6bRLdfVI']"
890,Sphere,1998,37020277.0,Elliot Goldenthal,5qFrk84cOR5xZtck9vN0Uj,"['4J08ABf31B3vcD8foXOKcJ', '4MGk34fR16K8VJ7hIP6LcT', '20UVlq1xw6LnXlOMLV5slv', '6U8mAsSbrihpolhin0Au73', '2gEVtio0CoO5LGaKV2Ycq0', '7xJNyOyVDprOCjzCIW28bL', '4OMZ5LILbNREssozpcgKjs', '7bGPLIdDJRaH35bNRGHer8', '58KN1sLeuZ1uaC7II8p42C', '3SnOcOnMVV2wEPKD1aerLh', '7opiKKg2Wpt9ELXFDDGJYc', '1aupyiFdFbgELLuAVjQ7hI', '1JH2hAYBRjcJkwC0gvvHm0', '3aR01x1ec32poozxZ8H7e0']"
891,Frida,2002,25885000.0,Elliot Goldenthal,1VU7NezUvswRnFjNM0M5li,"['3SL0V8utiXBaE99nAfrWSq', '4OCdgLLcPPqDJg8eWFi8rM', '04PpMVLj5tZwOpXHD2vUH6', '1zonsLEZueWnKd7sCZ8fYh', '4O17PUO7nW3kGhcqedQMx0', '43cjomz8AcFq8borohDvBn', '4CpgXLIiiD0OjiZE0R4BDa', '62lu7UnXIx2fFRZGXkiIGV', '1GuNLejOHm5Ado4CzqMWo2', '4H5elY1pJLPyqtNjdXo8Et', '0dlBtV2FgUpi08vOMhdvBs', '3C3QEnMvTFC2tvk6TUs0wB', '7tUYphxj34abGwQDdAjLiI', '15H9DPk3RWlr7ymUmqPOui', '2vqVTpVFsTmwTggnd6uXvu', '2POMFjEmUgzWtNo1a88qq3', '6BfyQRjb05mpItPo8qNfyi', '53SjZHQNVipqh2EWRZqhq2', '5jLwDudDBWzBKnXXIdWIri', '3k1Pa0RrRIxE37vxfi1AWi']"
892,Titus,1999,2007290.0,Elliot Goldenthal,4DfkUpbLH9vA5RaEpgjhm9,"['2QHJn4HREriZlemhIEx1cw', '1FTO3ijmkl3c1UylMpqNHy', '0OWWwouEB9Z2iFlOL5LA6h', '4AcFQ3hckFyiUMmMSITsRw', '5n3QNevWcfObttKsDLLrRE', '6hxlMpiHwIqGfDxz1DSOEC', '5ML9thznGkhtDNVKzEM68O', '4Qvhbeq1AlajoE6YNKGsKW', '6vpRb1iFCez2KDPQlZAjxz', '4Yi65XJxovp0O5JBgWGbN9', '5qHkdNPBbdm1Lr8Hl4pHLf', '3rWkZECJGFY2PCZ5gt5Uvh', '5x05LShheZjjzvs8kIbg3D', '4JoYnYM9IvgFrdSuZbaz8C', '1MQKY4emMucdFQowTSwiaN', '7jjlBM5GbJg1QIIHMyluyz', '6oUtdzUOxJjJCjGcY5E9fq', '5g9FXZRs7uo6mJ19LpYpoq', '3oBei0Mb1IcY699mGR5Ts0', '5omdfrARIoHWeMS3fqA7bn']"
